1;NOT_ANONYMOUS;NONE
2;ANONYMOUS_FOR_ALL;ALL
3;NOT_ANONYMOUS_CAMPAIGN_MANAGER;PARTLY
4;VISIBLE_TO_COACH;COACH
5;VISIBLE_TO_EXPERT;EXPERT
6;VISIBLE_TO_PARTICIPANT;PARTICIPANT
7;VISIBLE_TO_COACH_AND_EXPERT;COACH_AND_EXPERT
8;VISIBLE_TO_COACH_POOL;COACH_POOL
9;VISIBLE_TO_EXPERT_POOL;EXPERT_POOL
10;VISIBLE_TO_COACH_POOL_AND_EXPERT_POOL;COACH_POOL_AND_EXPERT_POOL
