CAMPAIGN_USER;ZERO_OR_MANY
CAMPAIGN_IDEA_READER;ZERO_OR_MANY
CAMPAIGN_MANAGER;ZERO_OR_MANY
CAMPAIGN_COACH;ZERO_OR_ONE
IDEA_SUBMITTER;ONE
CAMPAIGN_EXPERT;ZERO_OR_MANY
IDEA_EXPERT;ZERO_OR_MANY
EVALUATION_OWNER;ONE
IDEA_CONTRIBUTOR;ZERO_OR_MANY
COMMENT_OWNER;ONE
ATTACHMENT_OWNER;ONE
FOLDER_OWNER;ONE
FOLDER_ACCESSOR;ZERO_OR_MANY
WALL_OWNER;ONE
WALL_READER;ZERO_OR_MANY
WALL_WRITER;ZERO_OR_MANY
WALL_ADMIN;ZERO_OR_MANY
IDEA_COACH;ZERO_OR_ONE
RESP_EXPERT;ZERO_OR_MANY 
