105;CAMP_IDEA_PROTECTED_READ;RESP_COACH
106;CAMP_IDEA_PROTECTED_READ;RESP_EXPERT
107;CAMP_IDEA_DELETE;RESP_COACH
108;CAMP_IDEA_EXPERT_ASSIGN;RESP_COACH
109;CAMP_IDEA_EXPERT_UNASS;RESP_COACH
110;CAMP_IDEA_REASSIGN;RESP_COACH
111;CAMP_READ;RESP_COACH
112;CAMP_READ;RESP_EXPERT
113;CAMP_IDEA_MERGE;RESP_COACH
114;CAMP_CREATE_EVAL_REQUEST;RESP_COACH
115;CAMP_EVAL_CREATE;RESP_COACH
116;CAMP_EVAL_PROTECTED_READ;RESP_COACH
117;CAMP_EVAL_PROTECTED_READ;RESP_EXPERT
118;CAMP_EVAL_STATUS_TRANS;RESP_COACH
119;CAMP_ANALYTICS;RESP_COACH
120;CAMP_EVAL_DELETE;RESP_COACH
121;CAMP_BLOG_READ;CAMPAIGN_MANAGER
122;CAMP_BLOG_READ;CAMPAIGN_USER
123;CAMP_BLOG_READ;CAMPAIGN_COACH
124;CAMP_BLOG_READ;CAMPAIGN_EXPERT
125;CAMP_BLOG_READ;RESP_COACH
126;CAMP_BLOG_READ;RESP_EXPERT
127;CAMP_BLOG_UPDATE;CAMPAIGN_MANAGER
128;CAMP_BLOG_UPDATE;BLOG_AUTHOR
129;CAMP_BLOG_READ;BLOG_AUTHOR
130;CAMP_BLOG_DELETE;CAMPAIGN_MANAGER
131;CAMP_BLOG_DELETE;BLOG_AUTHOR
132;CAMP_BLOG_CREATE;CAMPAIGN_MANAGER
133;CAMP_REWARD_PUBLIC_READ;CAMPAIGN_IDEA_READER
134;CAMP_REWARD_CREATE;CAMPAIGN_MANAGER
135;CAMP_REWARD_PROTECTED_READ;CAMPAIGN_MANAGER
136;CAMP_REWARD_STATUS_TRANS;CAMPAIGN_MANAGER
137;CAMP_REWARD_MANAGE;CAMPAIGN_MANAGER
138;IDEA_REWARD_SUBMITTER_READ;IDEA_SUBMITTER
139;IDEA_REWARD_SUBMITTER_READ;IDEA_CONTRIBUTOR
140;IDEA_REWARD_SUBMITTER_READ;CAMPAIGN_COACH
141;IDEA_REWARD_SUBMITTER_READ;CAMPAIGN_EXPERT
142;IDEA_REWARD_SUBMITTER_READ;RESP_COACH
143;IDEA_REWARD_SUBMITTER_READ;RESP_EXPERT
144;CAMP_IDEA_BACKOFFICE;RESP_COACH
145;IDEA_REWARD_STATUS_TRANS;CAMPAIGN_MANAGER
146;IDEA_EVAL_REQ_CREATE;CAMPAIGN_MANAGER
147;IDEA_EVAL_REQ_CREATE;CAMPAIGN_COACH
148;IDEA_EVAL_REQ_CREATE;RESP_COACH
149;IDEA_EVAL_REQ_UPDATE;CAMPAIGN_MANAGER
150;IDEA_EVAL_REQ_UPDATE;CAMPAIGN_COACH
151;IDEA_EVAL_REQ_UPDATE;RESP_COACH
152;IDEA_EVAL_REQ_DELETE;CAMPAIGN_MANAGER
153;IDEA_EVAL_REQ_DELETE;CAMPAIGN_COACH
154;IDEA_EVAL_REQ_DELETE;RESP_COACH
155;IDEA_EVAL_REQ_READ;CAMPAIGN_MANAGER
156;IDEA_EVAL_REQ_READ;CAMPAIGN_COACH
157;IDEA_EVAL_REQ_READ;RESP_COACH
158;IDEA_EVAL_REQ_READ;EVAL_REQUEST_EXPERT
159;IDEA_EVAL_REQ_ITEM_UPDATE;EVAL_REQUEST_EXPERT
160;IDEA_EVAL_REQ_ITEM_READ;EVAL_REQUEST_EXPERT
161;IDEA_EVAL_REQ_ITEM_READ;CAMPAIGN_MANAGER
162;IDEA_EVAL_REQ_ITEM_READ;CAMPAIGN_COACH
163;IDEA_EVAL_REQ_ITEM_READ;RESP_COACH
164;IDEA_EVAL_STATUS_TRANS;EVAL_REQUEST_EXPERT
165;IDEA_EVAL_CREATE;EVAL_REQUEST_EXPERT
